trade_id,timestamp_entry,timestamp_exit,date,month,symbol,playbook,direction,trade_type,quality,entry_price,exit_price,stop_loss,take_profit_1,position_size,duration_minutes,risk_pct,pnl_dollars,risk_dollars,r_multiple,risk_tier,pnl_R_account,cumulative_R,outcome,exit_reason,session_label,killzone_label,match_score,match_grade,grade_thresholds,score_scale_hint,mc_high,mc_low,mc_range,mc_breakout_dir,mc_window_minutes,mc_session_date
cdce0fea-bb9e-4231-967d-f3a2d0c12d30,2025-09-02 13:34:00+00:00,2025-09-02 14:04:00+00:00,2025-09-02,2025-09,QQQ,Liquidity_Sweep_Scalp,LONG,SCALP,A+,560.91,564.4101,558.10545,565.1168249999998,178.0,30.0,0.02,500.29780000001574,2000.0,0.2501489000000079,2,0.5002978000000158,0.5002978000000158,win,time_stop,ny,ny_open,0.8062069849020215,A+,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,,,,,,
2d1b282d-2ec1-4816-9fe8-f7c7cd529763,2025-09-02 13:34:00+00:00,2025-09-02 14:04:00+00:00,2025-09-02,2025-09,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,A,636.39,639.34,633.20805,641.1629250000001,117.0,30.0,0.02,253.1900000000053,2000.0,0.12659500000000265,2,0.2531900000000053,0.7534878000000211,win,time_stop,ny,ny_open,0.7300000000000001,A,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,,,,,,
9aff2ba3-c9a4-4cbe-b3be-8bda83d86bd9,2025-09-02 13:39:00+00:00,2025-09-02 14:09:00+00:00,2025-09-02,2025-09,SPY,Liquidity_Sweep_Scalp,LONG,SCALP,A+,636.855,638.97,633.6707250000001,641.6314124999999,157.0,30.0,0.02,209.34500000000142,2000.0,0.10467250000000071,2,0.20934500000000142,0.9628328000000226,win,time_stop,ny,ny_open,0.8175661372805306,A+,"{'A_plus': 0.75, 'A': 0.6, 'B': 0.45}",0-1,,,,,,
ec8fe0f5-41da-43ae-8904-f875d9b50560,2025-09-02 13:49:00+00:00,2025-09-02 14:47:00+00:00,2025-09-02,2025-09,SPY,FVG_Fill_Scalp,LONG,SCALP,C,637.805,637.805,634.6159749999999,642.5885375,78.0,58.0,0.02,-61.95,2000.0,-0.030975000000000003,2,-0.061950000000000005,0.9008828000000226,loss,SL,ny,ny_open,0.15,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,637.52,636.05,1.4700000000000273,LONG,15.0,2025-09-02
9708bdce-1df9-4a5e-8285-0a52fbec839e,2025-09-02 14:54:00+00:00,2025-09-02 15:00:00+00:00,2025-09-02,2025-09,QQQ,NY_Open_Reversal,SHORT,DAILY,A,562.589,563.25,565.401945,554.1501650000004,135.0,6.0,0.02,-182.8249999999925,1000.0,-0.18282499999999252,2,-0.18282499999999252,0.7180578000000302,loss,session_end,ny,ny_open,0.719952001825957,A,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,563.19,559.535,3.6550000000000864,LONG,15.0,2025-09-02
5cdc1537-522e-4823-a675-4ad5855c6756,2025-09-02 14:59:00+00:00,2025-09-02 15:00:00+00:00,2025-09-02,2025-09,QQQ,NY_Open_Reversal,SHORT,DAILY,A,562.85,563.25,565.6642499999999,554.4072500000003,135.0,1.0,0.02,-147.61999999999694,1000.0,-0.14761999999999695,2,-0.14761999999999695,0.5704378000000332,loss,session_end,ny,ny_open,0.7284784268625157,A,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,563.19,559.535,3.6550000000000864,LONG,15.0,2025-09-02
0f34a171-43cc-4a1f-8af5-f64e47f52d0a,2025-09-02 13:59:00+00:00,2025-09-02 15:17:00+00:00,2025-09-02,2025-09,QQQ,IFVG_5m_Sweep,LONG,DAILY,B,564.585,561.762075,561.762075,573.0537750000002,88.0,78.0,0.02,-310.14740000000484,2000.0,-0.15507370000000242,2,-0.31014740000000485,0.26029040000002834,loss,SL,ny,ny_open,0.5185679553486793,B,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,563.19,559.535,3.6550000000000864,LONG,15.0,2025-09-02
afef4689-f580-471c-a750-acfd3358c32e,2025-09-02 13:54:00+00:00,2025-09-02 15:35:00+00:00,2025-09-02,2025-09,SPY,HTF_Bias_15m_BOS,LONG,DAILY,C,639.14,635.9443,635.9443,648.7271,78.0,101.0,0.02,-311.20459999999906,2000.0,-0.15560229999999953,2,-0.31120459999999905,-0.05091419999997071,loss,SL,ny,ny_open,0.36255637065467655,C,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,637.52,636.05,1.4700000000000273,LONG,15.0,2025-09-02
6a30abda-f03b-42a0-b135-2f9a2863631d,2025-09-02 14:04:00+00:00,2025-09-02 15:35:00+00:00,2025-09-02,2025-09,SPY,IFVG_5m_Sweep,LONG,DAILY,B,639.34,636.1433000000001,636.1433000000001,648.9300999999999,78.0,91.0,0.02,-311.2925999999972,2000.0,-0.1556462999999986,2,-0.3112925999999972,-0.3622067999999679,loss,SL,ny,ny_open,0.5406546605566501,B,"{'A_plus': 0.8, 'A': 0.65, 'B': 0.5}",0-1,637.52,636.05,1.4700000000000273,LONG,15.0,2025-09-02
fdd387a1-d3c7-4bae-b3f9-eb97f68edca9,2025-09-02 14:54:00+00:00,2025-09-02 16:54:00+00:00,2025-09-02,2025-09,SPY,FVG_Fill_Scalp,LONG,SCALP,C,637.43,636.37,634.24285,642.2107249999999,79.0,120.0,0.02,-146.39999999999569,1000.0,-0.14639999999999567,2,-0.14639999999999567,-0.5086067999999636,loss,time_stop,ny,ny_open,0.15,C,"{'A_plus': 0.8, 'A': 0.7, 'B': 0.6}",0-1,637.52,636.05,1.4700000000000273,LONG,15.0,2025-09-02
